rank,es_word,es_sentence,fr_word,fr_sentence
4098,estatura,"mujer, blanca, 34 años, 1,70 de estatura,",taille,"femme, blanche, 34 ans, 1,70 m de taille,"
4099,vejez,"quería vivir hasta la vejez con un marido leal",vieillesse,"elle voulait vivre jusqu'à la vieillesse avec un mari loyal"
4100,terremoto,"todo vibra porque un terremoto mueve ese sitio de la tierra",tremblement de terre,"tout vibre parce qu'un tremblement de terre déplace ce lieu sur terre"
4101,articular,"tan asombrado como yo, no supo articular palabra",articuler,"aussi étonné que moi, il n'a pas su articuler un mot"
4102,tira,"(Toma las tijeras) Con una tira de papel pegada atrás (Corta la tira)",bande,"(Prends les ciseaux) Avec une bande de papier collée derrière (Coupe la bande)"
4103,emisor,"lo detectamos por el sonido del emisor de radio que le ponemos",émetteur,"nous le repérons par le son de l'émetteur radio que nous lui mettons"
4104,relevante,"hay otro hecho aun más significativo, relevante y aún no afrontado",pertinent,"il y a un autre fait encore plus significatif, pertinent et non encore abordé"
4105,integridad,"siempre hemos admirado mucho tu integridad y tu valentía",intégrité,"nous avons toujours beaucoup admiré ton intégrité et ta bravoure"
4106,autorización,"se penaliza la reproducción sin la autorización de la mujer",autorisation,"la reproduction sans l'autorisation de la femme est sanctionnée"
4107,audaz,"posee aire entre audaz y adolescente",audacieux,"il a l'air entre audacieux et adolescent"
4108,seminario,"hicieron unos cursos aquí, en el seminario de estudios teológicos",séminaire,"ils ont suivi des cours ici, au séminaire d'études théologiques"
4109,marea,"se me sube la sangre en una marea de ira",marée,"le sang me monte à la tête dans une marée de colère"
4110,resentimiento,"albergaba un resentimiento por la pérdida de grandes áreas geográficas",ressentiment,"il nourrissait un ressentiment pour la perte de grandes zones géographiques"
4111,delincuente,"hay delincuentes que se escudan en la institución policial",délinquant,"il y a des délinquants qui se retranchent derrière l'institution policière"
4112,debilitar,"contribuyen a debilitar el sistema inmunológico",affaiblir,"ils contribuent à affaiblir le système immunitaire"
4113,ﬁngir,"era capaz de engañar y fingir inocencia",feindre,"il était capable de tromper et de feindre l'innocence"
4114,igualar,"donde se igualan o equivalen las texturas",égaliser,"où les textures sont égalisées ou équivalentes"
4115,disfrazado,"parecía disfrazado, muy diferente a las fotos",déguisé,"il semblait déguisé, très différent des photos"
4116,trepar,"es necesario trepar tres o cuatro metros de empinada escalera",grimper,"il faut grimper trois ou quatre mètres d'escalier raide"
4117,mutuamente,"nos recordaremos mutuamente con cariño",mutuellement,"nous nous rappellerons mutuellement avec affection"
4118,correctamente,"uno puede hablar el español bien, correctamente, sin tener que cecear",correctement,"on peut parler espagnol correctement sans avoir à vouvoyer"
4119,ágil,"con un ágil movimiento, R. esquiva una estocada",agile,"avec un mouvement agile, R. esquive une estocade"
4120,atrasado,"el alumno sale más atrasado que cuando entró",en retard,"l'élève sort plus en retard qu'il n'est entré"
4121,esqueleto,"detrás del esqueleto de un edificio en construcción",squelette,"derrière le squelette d'un bâtiment en construction"
4122,indignación,"el rechazo y la enorme indignación que produjeron sus asesinatos",indignation,"le rejet et l'énorme indignation suscités par ses meurtres"
4123,agradecido,"estaba muy agradecido de tener trabajo",reconnaissant,"il était très reconnaissant d'avoir du travail"
4124,adicional,"además de esto hay un ingrediente adicional",supplémentaire,"en plus de cela, il y a un ingrédient supplémentaire"
4125,escultura,"posando al lado de un escultura de Cupido apuntando con su arco",sculpture,"posant à côté d'une sculpture de Cupidon pointant son arc"
4126,condicionado,"Pávlov, autor de la teoría del reﬂejo condicionado",conditionné,"Pavlov, auteur de la théorie du réflexe conditionné"
4127,inﬁnidad,"Buda ha tomado esta apariencia humana infinidad de veces",infini,"Bouddha a pris cette apparence humaine une infinité de fois"
4128,pilar,"la observaba detrás de un pilar de madera del corredor",pilier,"il l'observait derrière un pilier en bois du couloir"
4129,óptimo,"el momento óptimo para animar a un público",optimal,"le moment optimal pour encourager un public"
4130,súbito,"un relámpago súbito ilumina la escena",soudain,"un éclair soudain illumine la scène"
4131,regular,"necesita someterse a las leyes que regulan la vida espontánea",réguler,"il doit se soumettre aux lois qui régissent la vie spontanée"
4132,vosotros,"pero vosotros, sois más inteligentes",vous,"mais vous, soyez plus intelligents"
4133,rematar,"era el momento de rematar el final",terminer,"c'était le moment de terminer la fin"
4134,incomprensible,"que se convirtiera en un juego irracional, incomprensible",incompréhensible,"qu'il devienne un jeu irrationnel, incompréhensible"
4135,independientemente,"cada uno había aprendido a vivir independientemente",indépendamment,"chacun avait appris à vivre indépendamment"
4136,percepción,"allí M. tuvo una nueva percepción de la calidad de vida",perception,"là-bas, M. a eu une nouvelle perception de la qualité de vie"
4137,minoría,"la Unión de Sudáfrica, dominada por una minoría blanca",minorité,"l'Union d'Afrique du Sud, dominée par une minorité blanche"
4138,deterioro,"ha provocado el deterioro de los frescos que decoran las tumbas",détérioration,"a provoqué la détérioration des fresques qui décorent les tombes"
4139,argumentar,"en los foros de discusión pueden argumentar las propias opiniones",argumenter,"dans les forums de discussion, on peut argumenter ses propres opinions"
4140,guapo,"una muchacha muy bonita . . . muy guapa por cierto",beau,"une fille très jolie... vraiment belle d'ailleurs"
4141,sanción,"los mecanismos punitivos (la aplicación de las sanciones)",sanction,"les mécanismes punitifs (l'application des sanctions)"
4142,poblar,"determinaron a poblar los territorios vírgenes",peupler,"ils ont décidé de peupler les territoires vierges"
4143,contradecir,"¿no contradice eso la lógica simple?",contredire,"cela ne contredit-il pas la logique simple ?"
4144,inmerso,"caminaba ensimismado, absorto, inmerso en su mundo interior",plongé,"il marchait absorbé, absorbé, plongé dans son monde intérieur"
4145,manipular,"se puso a manipular la cerradura de la puerta",manipuler,"il s'est mis à manipuler la serrure de la porte"
4146,maleta,"entra en ese momento con una maleta llena de ropa",valise,"il entre à ce moment-là avec une valise pleine de vêtements"
4147,faena,"la faena era más sencilla: limpiar los interiores de la casa",travail,"le travail était plus simple : nettoyer l'intérieur de la maison"
4148,regar,"de usar la manguera para regar el césped",arroser,"d'utiliser le tuyau d'arrosage pour arroser la pelouse"
4149,evocar,"su rostro evoca alguna imagen",évoquer,"son visage évoque une certaine image"
4150,serpiente,"otros reptiles eran las serpientes y los lagartos",serpent,"d'autres reptiles étaient les serpents et les lézards"
4151,proveniente,"la entrada de plata en Europa proveniente del Nuevo Mundo",provenant,"l'arrivée de l'argent en Europe provenant du Nouveau Monde"
4152,primordial,"cumplen la misión primordial para la que nacieron",primordial,"ils remplissent la mission primordiale pour laquelle ils sont nés"
4153,agitación,"su agitación nerviosa iba en aumento",agitation,"son agitation nerveuse augmentait"
4154,prosperar,"el comerciante prosperó y amasó una fortuna",prospérer,"le commerçant prospéra et amassa une fortune"
4155,ganancia,"la cuenta de pérdidas y ganancias muestra el resultado de la actividad",bénéfice,"le compte de pertes et profits montre le résultat de l'activité"
4156,genético,"señalaba un marcador genético para la enfermedad de Huntington",génétique,"il indiquait un marqueur génétique pour la maladie de Huntington"
4157,pino,"los árboles más frecuentes son el alerce, el pino, y el abeto",pin,"les arbres les plus fréquents sont le mélèze, le pin et le sapin"
4158,arrasar,"se cortó, se derribó, se arrasó con todo",raser,"il a été coupé, abattu, rasé avec tout"
4159,rebajar,"el reloj se le había rebajado hasta quince pesos",rabaisser,"la montre lui avait été rabaisée à quinze pesos"
4160,entrevistar,"pude entrevistar para ABC a Segovia",interviewer,"j'ai pu interviewer Segovia pour ABC"
4161,infeliz,"era una ciudad infeliz, con tremendos conﬂictos políticos",malheureuse,"c'était une ville malheureuse, avec d'énormes conflits politiques"
4162,compacto,"la obra incluye un vídeo y un disco compacto",compact,"l'œuvre comprend une vidéo et un disque compact"
4163,llanto,"oyeron el llanto de un bebé",pleurs,"ils ont entendu les pleurs d'un bébé"
4164,ida,"quitando el viaje, ¿un día de ida y otro de vuelta, no?",aller,"en enlevant le voyage, un jour aller et un jour retour, non ?"
4165,criminal,"adoptó un código criminal especial para controlar la situación",criminel,"il a adopté un code criminel spécial pour contrôler la situation"
4166,coherente,"no se le presentaba todavía como sucesión coherente y ordenada",cohérente,"elle ne se présentait pas encore comme une suite cohérente et ordonnée"
4167,falla,"a pesar de sus fallas, a pesar de las limitaciones",défaut,"malgré ses défauts, malgré les limitations"
4168,contribución,"había tenido una contribución importante a la ciencia médica",contribution,"il avait apporté une contribution importante à la science médicale"
4169,burla,"la hacemos objeto de una burla injuriosa",moquerie,"nous la faisons l'objet d'une moquerie injurieuse"
4170,seguidor,"Mencio, uno de los principales seguidores de Confucio",adepte,"Mencius, l'un des principaux adeptes de Confucius"
4171,estratégico,"yo aguardaba, como dije, en mi posición estratégica",stratégique,"j'attendais, comme je l'ai dit, à ma position stratégique"
4172,perla,"la emperatriz luce perlas, rubíes y esmeraldas",perle,"l'impératrice porte des perles, des rubis et des émeraudes"
4173,ético,"discutieron muy poco sobre el aspecto ético de la cuestión",éthique,"ils ont très peu discuté de l'aspect éthique de la question"
4174,integración,"la aeronáutica acelera el ciclo de integración global",intégration,"l'aéronautique accélère le cycle d'intégration mondiale"
4175,enterado,"no sé; tú, como músico, estás más enterado de esto",informé,"je ne sais pas ; toi, en tant que musicien, tu es plus informé de cela"
4176,siesta,"dormía una siesta hasta las cuatro",sieste,"il faisait la sieste jusqu'à quatre heures"
4177,replicar,"¡no tenemos estatutos! - le replicó don José",répliquer,"nous n'avons pas de statuts ! - répliqua Don José"
4178,incipiente,"se está desarrollando una incipiente infraestructura turística",naissante,"une infrastructure touristique naissante est en développement"
4179,adornar,"unas rosas rojas adornan la mesa",orner,"des roses rouges ornent la table"
4180,alternativo,"unos períodos alternativos de tensión y distensión",alternatif,"des périodes alternées de tension et de détente"
4181,expresivo,"su rostro expresivo reﬂejaba una tristeza infinita",expressif,"son visage expressif reflétait une tristesse infinie"
4182,bigote,"aquel bien cuidado bigote que se desparramaba sobre sus labios",moustache,"cette moustache bien entretenue qui s'étalait sur ses lèvres"
4183,concurrir,"en las visicitudes que en estos momentos concurren en mi persona",concourir,"dans les vicissitudes qui concourent en ce moment en ma personne"
4184,niñez,"¿cómo era la vida durante tu niñez? // ¡Muylinda!",enfance,"comment était la vie pendant ton enfance ? // Très belle !"
